AA1R	comp954	6.76
AA1R	comp955	7.73
AA1R	comp956	6.51
AA1R	comp957	6.39
AA1R	comp958	6.5
AA1R	comp959	6.21
AA1R	comp960	6.37
AA1R	comp961	5.03
AA1R	comp962	6.86
AA1R	comp963	5.75
AA1R	comp964	6.15
AA1R	comp965	8.09
AA1R	comp966	6.23
AA1R	comp967	6.15
AA1R	comp968	5.92
AA1R	comp969	6.55
AA1R	comp970	7.92
AA1R	comp971	8.68
AA1R	comp972	5.89
AA1R	comp973	5
AA1R	comp974	6.52
AA1R	comp975	6.52
AA1R	comp976	8.13
AA1R	comp977	5.95
AA1R	comp978	7.31
AA1R	comp979	6.62
AA1R	comp980	6.625
AA1R	comp981	6.63
AA1R	comp982	4.94
AA1R	comp983	7.72
AA1R	comp984	6.77
AA1R	comp985	8.05
AA1R	comp986	6.21
AA1R	comp987	5.85
AA1R	comp988	6.24
AA1R	comp989	8.02
AA1R	comp990	6
AA1R	comp991	5.92
AA1R	comp992	6.72
AA1R	comp993	6.41
AA1R	comp994	6.28
AA1R	comp995	6.77
AA1R	comp996	7.39
AA1R	comp997	7.36
AA1R	comp998	7.64
AA1R	comp999	9.14
AA1R	comp1000	9.09
AA1R	comp1001	6.56
AA1R	comp1002	7.03
AA1R	comp1003	6.72
AA1R	comp1004	7.38
AA1R	comp1005	5.76
AA1R	comp1006	6.66
AA1R	comp1007	5.57
AA1R	comp1008	7.06
AA1R	comp1009	7.66
AA1R	comp1010	7.32
AA1R	comp1011	7.23
AA1R	comp1012	7.47
AA1R	comp1013	7.16
AA1R	comp1014	7.23
AA1R	comp1015	7.51
AA1R	comp1016	5.55
AA1R	comp1017	5.75
AA1R	comp1018	5.82
AA1R	comp1019	5.42
AA1R	comp1020	5.68
AA1R	comp1021	6.25
AA1R	comp1022	8.1
AA1R	comp1023	6.65
AA1R	comp1024	5.38
AA1R	comp1025	5.72
AA1R	comp1026	6.13
AA1R	comp1027	6.43
AA1R	comp1028	4.47
AA1R	comp1029	5.56
AA1R	comp1030	5.41
AA1R	comp1031	5.76
AA1R	comp1032	5.65
AA1R	comp1033	4.59
AA1R	comp1034	5.52
AA1R	comp1035	5.73
AA1R	comp1036	5.71
AA1R	comp1037	6.995
AA1R	comp1038	5.454285714
AA1R	comp1039	5.29
AA1R	comp1040	6.48
AA1R	comp1041	7.23
AA1R	comp1042	6.03
AA1R	comp1043	5.99
AA1R	comp1044	6.2
AA1R	comp1045	6.42
AA1R	comp1046	5.68
AA1R	comp1047	5.73
AA1R	comp1048	6.42
AA1R	comp1049	4.33625
AA1R	comp1050	5.13
AA1R	comp1051	6.33
AA1R	comp1052	5.78
AA1R	comp1053	5.48
AA1R	comp1054	6.21
AA1R	comp1055	6.17
AA1R	comp1056	6.6
AA1R	comp1057	7.37
AA1R	comp1058	6.44
AA1R	comp1059	4.87
AA1R	comp1060	4.93
AA1R	comp1061	5.74
AA1R	comp1062	8.25
AA1R	comp1063	7.9
AA1R	comp1064	7.2
